,x_pos,y_pos
0,2.836622929050102e-05,5.3541873382828564e-08
1,3.782787083133634e-05,7.174154085382023e-08
2,4.729247899991481e-05,9.01242250619938e-08
3,5.67599611479893e-05,1.0869375321326258e-07
4,6.623022184166507e-05,1.274537213928617e-07
5,0.0011220927342536471,0.0009122074470029676
6,0.003508001552817731,0.0011236532571930642
7,0.006073865873384197,0.0012815205474060905
8,0.008633274162807804,0.0013931430909630352
9,0.011277295567042846,0.0015992892555927209
10,0.013930398668772414,0.001766701357647154
11,0.016491842827330908,0.0018357370218285603
12,0.01905180813356257,0.0018971522839468062
13,0.021638443553630652,0.0020425237955120495
14,0.024224031200139596,0.0021332047771221337
15,0.02681460588403079,0.0022441890511900354
16,0.02939870077859162,0.0023500186238510287
17,0.0320196362479509,0.0025172671751970584
18,0.03457758338468019,0.002555752042672395
19,0.03717945998197008,0.0027252989632538735
20,0.039831880609622464,0.0030009991308506366
21,0.04237636851279943,0.003177977314800868
22,0.044894123608087734,0.003251243815647748
23,0.04749098118580161,0.0033799732474584787
24,0.05007041354846613,0.0035410098431276557
25,0.05268879633823652,0.0038001886767983738
26,0.055276295814254923,0.004004765066186581
27,0.05784421795687987,0.004200546637435392
28,0.060363673804393815,0.0043871402258818665
29,0.06294560584766312,0.004586057425444826
30,0.06546035540503367,0.004675547381167464
31,0.06808125361798252,0.004926072197674568
32,0.0706360643205699,0.0050723319879401214
33,0.07316991679566781,0.005230647658945018
34,0.0757591821224305,0.005397878694699446
35,0.07828453472881217,0.00552396537708888
36,0.0808681029256345,0.005698752634195774
37,0.08339906922554037,0.0058564958745385386
38,0.08594352103030768,0.006000750550025958
39,0.0884937213176176,0.00619060835278968
40,0.09104986644744612,0.0063923089291667914
41,0.09363600421147004,0.006603671827737228
42,0.09631190482730567,0.0067928583828765245
43,0.09893717458990592,0.007047586201218231
44,0.10151440881116865,0.007314842742466993
45,0.1040847117713157,0.007603024193952677
46,0.1066319760611017,0.007838690308879334
47,0.1091994271506505,0.008121718200998523
48,0.1117557931739754,0.00831105278152635
49,0.11438439217625071,0.00864497270639724
50,0.11698223402995576,0.008905737715732841
51,0.11958866941348544,0.009220124927247199
52,0.12223152912901211,0.009602963945879988
53,0.12486731177878561,0.009959444342646551
54,0.12750702616828383,0.010273650361717457
55,0.1301901621439578,0.010512841582657095
56,0.132847226585954,0.010683557602304064
57,0.13548408822904975,0.010982856565584304
58,0.13803627903702148,0.011226594752985864
59,0.14064364896754522,0.011653555124010255
